p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
jordanhenderson,2018,40,380,2120,32,33,10772,134,6/17/1990,182,73.5,England,High/High,69.16666666666667,80,82.16666666666667,Midfielder,28,4516,51,88.54901960784314,87,25.5,22.189349112426033,4,3,0,760,45
jordanhenderson,2019,72,380,2344,30,31,10772,134,6/17/1990,182,73.5,England,High/High,69.16666666666667,80,82.16666666666667,Midfielder,29,6636,83,79.95180722891567,71.33333333333333,27.666666666666668,22.189349112426033,4,3,0,1140,40
jordanhenderson,2020,94,380,1792,21,23,10772,134,6/17/1990,182,73.5,England,High/High,69.16666666666667,80,82.16666666666667,Midfielder,30,8980,113,79.46902654867256,71.5,28.25,22.189349112426033,4,3,0,1520,72
jordanpickford,2016,63,84,2755,29,31,16478,174,3/7/1994,185,77,England,Medium/Medium,,,77,Goalkeeper,22,,,,,,22.498173849525198,3,0,,,
jordanpickford,2020,21,84,2893,31,33,16478,174,3/7/1994,185,77,England,Medium/Medium,,,77,Goalkeeper,26,2755,29,95,63,29,22.498173849525198,3,0,0,84,63
jordonmutch,2017,64,308,0,0,1,68,4,12/2/1991,186,81,England,Medium/Medium,67.25,71,70.25,Midfielder,26,,,,,,23.413111342351716,3,3,,,
jordyclasie,2016,12,173,1061,16,31,1061,16,6/27/1991,169,67.66666666666667,Netherlands,Medium/High,64,71.5,76.5,Midfielder,25,,,,,,23.69198090636416,3.5,3,,,
joshbrownhill,2020,27,27,2964,33,34,3813,43,12/19/1995,178.33333333333334,69,England,Medium/Medium,70.33333333333333,69.33333333333333,67.33333333333333,Midfielder,25,,,,,,21.696218010306577,3,3,,,
joshmurphy,2018,43,63,1893,29,33,1893,29,2/24/1995,173,67,England,High/Medium,83,53,67.83333333333333,Midfielder,23,,,,,,22.386314277122523,3.5,3,,,
joshonomah,2020,90,373,408,11,24,450,16,4/27/1997,184.16666666666663,75.16666666666667,England,Medium/Medium,75.16666666666667,57.16666666666666,69.16666666666667,Midfielder,23,,,,,,22.161708400728905,3,3,,,
joshuaking,2016,9,153,2837,36,36,10802,141,1/15/1992,182,76.66666666666667,Norway,Medium/Medium,89,68.5,75.33333333333333,Forward,24,,,,,,23.145352815682486,3,2,,,
joshuaking,2017,7,153,2581,33,33,10802,141,1/15/1992,182,76.66666666666667,Norway,Medium/Medium,89,68.5,75.33333333333333,Forward,25,2837,36,78.80555555555556,9,36,23.145352815682486,3,2,0,153,9
joshuaking,2018,35,153,3095,35,35,10802,141,1/15/1992,182,76.66666666666667,Norway,Medium/Medium,89,68.5,75.33333333333333,Forward,26,5418,69,78.52173913043478,8,34.5,23.145352815682486,3,2,0,306,7
joshuaking,2019,102,153,2098,26,26,10802,141,1/15/1992,182,76.66666666666667,Norway,Medium/Medium,89,68.5,75.33333333333333,Forward,27,8513,104,81.85576923076923,17,34.666666666666664,23.145352815682486,3,2,0,459,35
josipdrmic,2019,152,410,772,21,25,772,21,8/8/1992,182.33333333333331,79.16666666666667,Switzerland,Medium/Medium,76.66666666666667,69.66666666666667,74.83333333333333,Forward,27,,,,,,23.812786380088838,3,2,,,
juanfoyth,2018,79,360,986,12,23,1064,16,1/12/1998,187,69,Argentina,Medium/High,70.5,68.5,71.75,Defender,20,,,,,,19.73176241814178,3.5,1,,,
juanfoyth,2019,227,360,78,4,11,1064,16,1/12/1998,187,69,Argentina,Medium/High,70.5,68.5,71.75,Defender,21,986,12,82.16666666666667,79,12,19.73176241814178,3.5,1,0,360,79
julienngoy,2017,46,64,24,1,3,93,6,11/2/1997,185,72,Belgium,Medium/Low,79,65,63.333333333333336,Forward,20,,,,,,21.03725347,2.5,2,,,
juninhobacuna,2018,48,48,1489,21,26,1489,21,8/7/1997,180.33333333333331,74.83333333333333,Netherlands,Medium/Medium,71.66666666666667,68.33333333333333,68,Midfielder,21,,,,,,23.011401491726488,3,3,,,
juniorstanislas,2016,118,660,1521,21,25,4765,78,11/26/1989,183,76,England,High/Medium,77.5,55.333333333333336,72,Midfielder,27,,,,,,22.694018931589476,3.5,3,,,
juniorstanislas,2017,180,660,1379,19,19,4765,78,11/26/1989,183,76,England,High/Medium,77.5,55.333333333333336,72,Midfielder,28,1521,21,72.42857142857143,118,21,22.694018931589476,3.5,3,0,660,118
juniorstanislas,2018,306,660,1108,23,23,4765,78,11/26/1989,183,76,England,High/Medium,77.5,55.333333333333336,72,Midfielder,29,2900,40,72.5,149,20,22.694018931589476,3.5,3,1,1320,180
juniorstanislas,2019,26,660,757,15,19,4765,78,11/26/1989,183,76,England,High/Medium,77.5,55.333333333333336,72,Midfielder,30,4008,63,63.61904761904762,201.33333333333334,21,22.694018931589476,3.5,3,1,1980,306
kadeemharris,2018,12,12,426,13,26,426,13,6/8/1993,175,68,England,High/Medium,84.16666666666667,55.833333333333336,64.33333333333333,Midfielder,25,,,,,,22.20408163265306,3.5,3,,,
kaihavertz,2020,19,63,1604,27,31,1604,27,6/11/1999,187.4,80,Germany,Medium/Medium,75.6,60.2,75.6,Midfielder,21,,,,,,22.77984758003984,3,3,,,
kalvinphillips,2020,60,60,2558,29,29,2558,29,12/2/1995,177.66666666666666,72,England,Medium/High,67.16666666666667,76.5,69.5,Midfielder,25,,,,,,22.809753281542054,3.5,3,,,
kamilgrosicki,2016,32,155,962,12,12,1116,15,6/8/1988,180,78,Poland,Medium/Low,84.33333333333333,59.833333333333336,74.83333333333333,Midfielder,28,,,,,,24.074074074074073,2.5,3,,,
kamilgrosicki,2020,74,155,154,3,10,1116,15,6/8/1988,180,78,Poland,Medium/Low,84.33333333333333,59.833333333333336,74.83333333333333,Midfielder,32,962,12,80.16666666666667,32,12,24.074074074074073,2.5,3,0,155,32
karldarlow,2017,21,204,950,10,35,3325,35,10/8/1990,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,27,,,,,,22.802962962962965,3,0,,,
karldarlow,2018,109,204,0,0,23,3325,35,10/8/1990,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,28,950,10,95,21,10,22.802962962962965,3,0,0,204,21
karldarlow,2019,14,204,0,0,37,3325,35,10/8/1990,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,29,950,10,95,65,5,22.802962962962965,3,0,0,408,109
karldarlow,2020,60,204,2375,25,31,3325,35,10/8/1990,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,30,950,10,95,48,3.3333333333333335,22.802962962962965,3,0,0,612,14
kaseypalmer,2017,82,190,184,4,4,184,4,11/9/1996,176.66666666666666,68,England,High/Medium,74.33333333333333,57.833333333333336,68.66666666666667,Midfielder,21,,,,,,21.787112851548596,3.5,3,,,
kasperschmeichel,2016,44,73,2812,30,30,16768,177,11/5/1986,187.66666666666663,84.66666666666667,Denmark,Medium/Medium,,,81.83333333333333,Goalkeeper,30,,,,,,24.04020582454437,3,0,,,
kasperschmeichel,2017,29,73,3126,33,33,16768,177,11/5/1986,187.66666666666663,84.66666666666667,Denmark,Medium/Medium,,,81.83333333333333,Goalkeeper,31,2812,30,93.73333333333333,44,30,24.04020582454437,3,0,0,73,44
keanbryan,2020,21,47,1052,13,23,1052,13,11/1/1996,184.4,72,England,Medium/High,63,70.2,63,Defender,24,,,,,,21.17437806146216,3.5,1,,,
keinandavis,2019,115,152,608,18,21,946,33,2/13/1998,186.5,71.5,England,Medium/Medium,69,71.25,64.5,Forward,21,,,,,,20.556461988514254,3,2,,,
keinandavis,2020,37,152,338,15,33,946,33,2/13/1998,186.5,71.5,England,Medium/Medium,69,71.25,64.5,Forward,22,608,18,33.77777777777778,115,18,20.556461988514254,3,2,0,152,115
kelechiiheanacho,2017,4,8,893,21,32,5099,115,10/3/1996,183.33333333333331,79.66666666666667,Nigeria,High/Medium,81.66666666666667,66.83333333333333,73,Forward,21,,,,,,23.702479338842984,3.5,2,,,
kelechiiheanacho,2019,4,8,1011,20,29,5099,115,10/3/1996,183.33333333333331,79.66666666666667,Nigeria,High/Medium,81.66666666666667,66.83333333333333,73,Forward,23,893,21,42.523809523809526,4,21,23.702479338842984,3.5,2,0,8,4
kennethzohore,2018,90,487,816,19,25,816,19,1/31/1994,192,96,Denmark,Medium/Low,64.33333333333333,72.83333333333333,69.16666666666667,Forward,24,,,,,,26.041666666666668,2.5,2,,,
kennymclean,2019,6,99,3141,37,38,3141,37,1/8/1992,182.33333333333331,70,Scotland,High/High,72.66666666666667,68.16666666666667,70.83333333333333,Midfielder,27,,,,,,21.055516378183814,4,3,,,
kennytete,2020,98,199,1562,22,24,1562,22,10/9/1995,180,73.33333333333333,Netherlands,Medium/High,75.66666666666667,76.66666666666667,76.83333333333333,Defender,25,,,,,,22.633744855967077,3.5,1,,,
kensema,2019,27,27,0,0,1,794,17,9/30/1993,178.8,69,Sweden,Medium/Medium,79,68.8,69.6,Midfielder,26,,,,,,21.583111871837602,3,3,,,
kepaarrizabalaga,2018,3,200,3420,36,38,7175,76,10/3/1994,187.16666666666663,84.5,Spain,Medium/Medium,,,79.33333333333333,Goalkeeper,24,,,,,,24.12124374270991,3,0,,,
kepaarrizabalaga,2020,57,200,620,7,35,7175,76,10/3/1994,187.16666666666663,84.5,Spain,Medium/Medium,,,79.33333333333333,Goalkeeper,26,3420,36,95,3,36,24.12124374270991,3,0,0,200,3
kevindebruyne,2016,31,287,3009,36,37,12312,152,6/28/1991,181,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,25,,,,,,21.875604122788275,4,3,,,
kevindebruyne,2018,161,287,1081,19,20,12312,152,6/28/1991,181,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,27,3009,36,83.58333333333333,31,36,21.875604122788275,4,3,0,287,31
kevindebruyne,2019,24,287,2917,35,36,12312,152,6/28/1991,181,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,28,4090,55,74.36363636363636,96,27.5,21.875604122788275,4,3,1,574,161
kevindebruyne,2020,71,287,2096,25,29,12312,152,6/28/1991,181,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,29,7007,90,77.85555555555555,72,30,21.875604122788275,4,3,0,861,24
kevinlong,2016,133,175,285,3,5,3626,41,8/18/1990,188.16666666666663,82,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,26,,,,,,23.159462154441925,2.5,1,,,
kevinlong,2019,30,175,602,8,29,3626,41,8/18/1990,188.16666666666663,82,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,29,285,3,95,133,3,23.159462154441925,2.5,1,1,175,133
kevinlong,2020,12,175,676,8,29,3626,41,8/18/1990,188.16666666666663,82,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,30,887,11,80.63636363636364,81.5,5.5,23.159462154441925,2.5,1,0,350,30
kevinmcdonald,2018,57,701,909,15,19,909,15,11/4/1988,190.33333333333331,88.83333333333333,Scotland,Medium/Medium,59,73.83333333333333,72.5,Midfielder,30,,,,,,24.521455890516844,3,3,,,
kevinwimmer,2016,10,10,376,5,27,1777,22,11/15/1992,187,85,Austria,Medium/Medium,58.66666666666666,74,75.5,Defender,24,,,,,,24.307243558580453,3,1,,,
kierangibbs,2016,21,35,742,11,31,4617,54,9/26/1989,178.66666666666666,70,England,High/Medium,78.83333333333333,71.33333333333333,77.5,Defender,27,,,,,,21.928603252394744,3.5,1,,,
kierangibbs,2020,14,35,905,10,17,4617,54,9/26/1989,178.66666666666666,70,England,High/Medium,78.83333333333333,71.33333333333333,77.5,Defender,31,742,11,67.45454545454545,21,11,21.928603252394744,3.5,1,0,35,21
kierantierney,2019,96,421,1037,15,19,3504,42,6/5/1997,178,72.33333333333333,Scotland,High/High,79.83333333333333,71.16666666666667,70.16666666666667,Defender,22,,,,,,22.82960905609561,4,1,,,
kierantierney,2020,83,421,2467,27,27,3504,42,6/5/1997,178,72.33333333333333,Scotland,High/High,79.83333333333333,71.16666666666667,70.16666666666667,Defender,23,1037,15,69.13333333333334,96,15,22.82960905609561,4,1,0,421,96
kierantrippier,2017,14,117,2020,24,35,5023,62,9/19/1990,176.66666666666666,71.33333333333333,England,High/High,76,73,79.33333333333333,Defender,27,,,,,,22.85510857956568,4,1,,,
kierantrippier,2018,68,117,2398,27,31,5023,62,9/19/1990,176.66666666666666,71.33333333333333,England,High/High,76,73,79.33333333333333,Defender,28,2020,24,84.16666666666667,14,24,22.85510857956568,4,1,0,117,14
konstantinosmavropanos,2018,126,298,154,4,7,439,7,12/11/1997,194,88,Greece,Medium/High,62,75,70.33333333333333,Defender,21,,,,,,23.381868423849507,3.5,1,,,
konstantinosmavropanos,2019,81,298,0,0,3,439,7,12/11/1997,194,88,Greece,Medium/High,62,75,70.33333333333333,Defender,22,154,4,38.5,126,4,23.381868423849507,3.5,1,1,298,126
konstantinosstafylidis,2017,196,605,354,5,6,354,5,12/2/1993,178,73.33333333333333,Greece,High/Medium,77.33333333333333,69.16666666666667,73.66666666666667,Defender,24,,,,,,23.145225771156838,3.5,1,,,
konstantinostsimikas,2020,82,82,13,2,22,13,2,5/12/1996,177.5,72.5,Greece,High/Medium,83.25,70.5,71,Defender,24,,,,,,23.01130728030153,3.5,1,,,
kortneyhause,2018,13,196,0,0,11,2299,25,7/16/1995,190,85,England,Medium/Medium,64.66666666666667,72.33333333333333,67.33333333333333,Defender,23,,,,,,23.545706371191137,3,1,,,
kortneyhause,2019,21,196,1634,18,20,2299,25,7/16/1995,190,85,England,Medium/Medium,64.66666666666667,72.33333333333333,67.33333333333333,Defender,24,0,0,,13,0,23.545706371191137,3,1,0,196,13
kortneyhause,2020,162,196,665,7,17,2299,25,7/16/1995,190,85,England,Medium/Medium,64.66666666666667,72.33333333333333,67.33333333333333,Defender,25,1634,18,90.77777777777777,17,9,23.545706371191137,3,1,0,392,21
kurtzouma,2017,7,13,3047,33,34,10663,125,10/27/1994,190,92.16666666666669,France,Medium/Medium,67.66666666666667,82.33333333333333,79,Defender,23,,,,,,25.53093259464451,3,1,,,
kurtzouma,2020,6,13,2099,24,35,10663,125,10/27/1994,190,92.16666666666669,France,Medium/Medium,67.66666666666667,82.33333333333333,79,Defender,26,3047,33,92.33333333333333,7,33,25.53093259464451,3,1,0,13,7
kylebartley,2017,202,227,254,5,15,2983,35,5/22/1991,194,94,England,Medium/High,58,79.83333333333333,71.5,Defender,26,,,,,,24.97608672547561,3.5,1,,,
kylebartley,2020,25,227,2729,30,33,2983,35,5/22/1991,194,94,England,Medium/High,58,79.83333333333333,71.5,Defender,29,254,5,50.8,202,5,24.97608672547561,3.5,1,1,227,202
kyletaylor,2018,91,105,0,0,6,0,0,8/28/1999,178,70,England,Medium/Medium,66,52.333333333333336,60,Midfielder,19,,,,,,22.093170054286073,3,3,,,
kylewalker,2016,17,59,2844,33,35,13331,151,5/28/1990,181.33333333333331,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender,26,,,,,,21.947312932525957,4,1,,,
kylewalker,2018,17,59,2937,33,37,13331,151,5/28/1990,181.33333333333331,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender,28,2844,33,86.18181818181819,17,33,21.947312932525957,4,1,0,59,17
kylewalker,2019,21,59,2511,29,36,13331,151,5/28/1990,181.33333333333331,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender,29,5781,66,87.59090909,17,33,21.947312932525957,4,1,0,118,17
kylewalker,2020,4,59,2056,24,33,13331,151,5/28/1990,181.33333333333331,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender,30,8292,95,87.28421052631579,18.333333333333332,31.666666666666668,21.947312932525957,4,1,0,177,21
laurentkoscielny,2016,14,362,3054,33,33,6806,75,9/10/1985,186,75,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender,31,,,,,,21.678806798473808,3.5,1,,,
laurentkoscielny,2017,223,362,2342,25,26,6806,75,9/10/1985,186,75,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender,32,3054,33,92.54545454545455,14,33,21.678806798473808,3.5,1,0,362,14
laurentkoscielny,2018,42,362,1410,17,19,6806,75,9/10/1985,186,75,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender,33,5396,58,93.03448275862068,118.5,29,21.678806798473808,3.5,1,1,724,223
lazarmarkovic,2016,72,267,1037,12,12,1087,13,3/2/1994,175,65.5,Serbia,Medium/Medium,89,53.5,76.25,Midfielder,22,,,,,,21.387755102040817,3,3,,,
lazarmarkovic,2018,91,267,50,1,2,1087,13,3/2/1994,175,65.5,Serbia,Medium/Medium,89,53.5,76.25,Midfielder,24,1037,12,86.41666666666667,72,12,21.387755102040817,3,3,0,267,72
leanderdendoncker,2018,29,65,1544,19,27,7151,90,4/15/1995,188.66666666666663,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder,23,,,,,,24.25426712782031,4,3,,,
leanderdendoncker,2019,0,65,2957,38,38,7151,90,4/15/1995,188.66666666666663,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder,24,1544,19,81.26315789473684,29,19,24.25426712782031,4,3,0,65,29
leanderdendoncker,2020,26,65,2650,33,34,7151,90,4/15/1995,188.66666666666663,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder,25,4501,57,78.96491228070175,14.5,28.5,24.25426712782031,4,3,0,130,0
leandrotrossard,2019,47,252,2108,31,34,4818,66,12/4/1994,172,66.33333333333333,Belgium,High/Medium,79.66666666666667,58.5,73.33333333333333,Forward,25,,,,,,22.422029926086175,3.5,2,,,
leandrotrossard,2020,25,252,2710,35,36,4818,66,12/4/1994,172,66.33333333333333,Belgium,High/Medium,79.66666666666667,58.5,73.33333333333333,Forward,26,2108,31,68,47,31,22.422029926086175,3.5,2,0,252,47
leecattermole,2016,261,321,645,8,9,645,8,3/21/1988,178,76,England,Low/High,64,79.25,75.5,Midfielder,28,,,,,,23.98687034465345,3,3,,,
leegrant,2017,50,187,285,3,29,2945,31,1/27/1983,193,83,England,Medium/Medium,,,70.16666666666667,Goalkeeper,34,,,,,,22.28247738194314,3,0,,,
leegrant,2019,137,187,0,0,3,2945,31,1/27/1983,193,83,England,Medium/Medium,,,70.16666666666667,Goalkeeper,36,285,3,95,50,3,22.28247738194314,3,0,0,187,50
leepeltier,2018,48,75,1632,19,31,1875,23,12/11/1986,177.16666666666666,73,England,Low/High,63.833333333333336,74.16666666666667,69,Midfielder,32,,,,,,23.257275199585123,3,3,,,
leightonbaines,2017,94,94,2010,22,23,5803,68,12/11/1984,170,70.8,England,High/Medium,67.8,68.6,80.4,Defender,33,,,,,,24.498269896193772,3.5,1,,,
leonardoulloa,2016,29,211,510,16,24,846,30,7/26/1986,186.33333333333331,84.83333333333333,Argentina,Medium/Medium,45.66666666666666,78.83333333333333,72.83333333333333,Forward,30,,,,,,24.433485555921806,3,2,,,
leonbalogun,2018,67,373,631,8,25,631,8,6/28/1988,190,88,Nigeria,Medium/Medium,65.16666666666667,75.66666666666667,73.66666666666667,Defender,30,,,,,,24.37673130193906,3,1,,,
leonbalogun,2019,62,373,0,0,4,631,8,6/28/1988,190,88,Nigeria,Medium/Medium,65.16666666666667,75.66666666666667,73.66666666666667,Defender,31,631,8,78.875,67,8,24.37673130193906,3,1,0,373,67
leonbritton,2016,18,110,1191,16,25,1500,21,9/16/1982,167,65,England,Low/Medium,55.333333333333336,65,77,Midfielder,34,,,,,,23.306680053067517,2.5,3,,,
leonbritton,2017,92,110,309,5,7,1500,21,9/16/1982,167,65,England,Low/Medium,55.333333333333336,65,77,Midfielder,35,1191,16,74.4375,18,16,23.306680053067517,2.5,3,0,110,18
leroyfer,2017,188,386,1474,20,24,4017,54,1/5/1990,188,82.66666666666667,Netherlands,Medium/Medium,71,81.33333333333333,75.5,Midfielder,27,,,,,,23.389165534932854,3,3,,,
lewiscook,2016,92,610,456,6,9,5031,75,2/3/1997,174.66666666666666,69.33333333333333,England,Medium/Medium,72.33333333333333,69.33333333333333,73.33333333333333,Midfielder,19,,,,,,22.725948371307034,3,3,,,
lewiscook,2018,282,610,771,13,15,5031,75,2/3/1997,174.66666666666666,69.33333333333333,England,Medium/Medium,72.33333333333333,69.33333333333333,73.33333333333333,Midfielder,21,456,6,76,92,6,22.725948371307034,3,3,0,610,92
lewisdunk,2018,26,26,3345,36,36,13496,143,11/21/1991,192,88,England,High/Medium,51.66666666666666,76.66666666666667,75.33333333333333,Defender,27,,,,,,23.87152777777778,3.5,1,,,
liamcooper,2020,57,135,2352,25,26,2352,25,8/30/1991,186.66666666666663,74.5,Scotland,Medium/High,54.333333333333336,74.33333333333333,71,Defender,29,,,,,,21.380739795918377,3.5,1,,,
lloydkelly,2019,269,299,678,8,14,678,8,10/1/1998,186.6,71.2,England,Medium/Medium,77.4,63.6,62.6,Defender,21,,,,,,20.448276773170026,3,1,,,
loriskarius,2016,42,90,950,10,35,2755,29,6/22/1993,189.33333333333331,85,Germany,Medium/Medium,,,79.33333333333333,Goalkeeper,23,,,,,,23.711813132315022,3,0,,,
loriskarius,2017,14,90,1805,19,38,2755,29,6/22/1993,189.33333333333331,85,Germany,Medium/Medium,,,79.33333333333333,Goalkeeper,24,950,10,95,42,10,23.711813132315022,3,0,0,90,42
loriskarius,2018,5,90,0,0,1,2755,29,6/22/1993,189.33333333333331,85,Germany,Medium/Medium,,,79.33333333333333,Goalkeeper,25,2755,29,95,28,14.5,23.711813132315022,3,0,0,180,14
lovrekalinic,2019,235,288,0,0,1,0,0,4/3/1990,201,99,Croatia,Medium/Medium,,,76,Goalkeeper,29,,,,,,24.504343951882387,3,0,,,
lucasdigne,2018,20,130,3155,35,36,9190,100,7/20/1993,178,74,France,High/Medium,77.83333333333333,74,79.83333333333333,Defender,25,,,,,,23.355636914530994,3.5,1,,,
lucasdigne,2019,33,130,3185,35,36,9190,100,7/20/1993,178,74,France,High/Medium,77.83333333333333,74,79.83333333333333,Defender,26,3155,35,90.14285714285714,20,35,23.355636914530994,3.5,1,0,130,20
lucasdigne,2020,46,130,2850,30,30,9190,100,7/20/1993,178,74,France,High/Medium,77.83333333333333,74,79.83333333333333,Defender,27,6340,70,90.57142857142857,26.5,35,23.355636914530994,3.5,1,0,260,33
lucastorreira,2018,12,139,2530,34,34,4138,63,2/11/1996,167.5,63.5,Uruguay,Medium/High,75.33333333333333,69.83333333333333,74.33333333333333,Midfielder,22,,,,,,22.63310314101136,3.5,3,,,
lucastorreira,2019,127,139,1608,29,33,4138,63,2/11/1996,167.5,63.5,Uruguay,Medium/High,75.33333333333333,69.83333333333333,74.33333333333333,Midfielder,23,2530,34,74.41176470588235,12,34,22.63310314101136,3.5,3,0,139,12
lucianonarsingh,2016,27,27,460,13,15,1147,31,9/13/1990,176.66666666666666,73.66666666666667,Netherlands,Medium/Low,91.16666666666669,56.66666666666666,74.33333333333333,Midfielder,26,,,,,,23.602705589177646,2.5,3,,,
lukamilivojevic,2017,2,33,3246,36,37,13276,150,4/7/1991,186,80,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder,26,,,,,,23.12406058503873,3.5,3,,,
lukamilivojevic,2019,8,33,2649,31,32,13276,150,4/7/1991,186,80,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder,28,3246,36,90.16666666666667,2,36,23.12406058503873,3.5,3,0,33,2
lukamilivojevic,2020,23,33,2489,31,32,13276,150,4/7/1991,186,80,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder,29,5895,67,87.98507462686567,5,33.5,23.12406058503873,3.5,3,0,66,8
lukaszfabianski,2018,3,138,3610,38,38,16294,173,4/18/1985,190,83,Poland,Medium/Medium,,,80.16666666666667,Goalkeeper,33,,,,,,22.991689750692522,3,0,,,
lukaszfabianski,2019,112,138,2234,25,25,16294,173,4/18/1985,190,83,Poland,Medium/Medium,,,80.16666666666667,Goalkeeper,34,3610,38,95,3,38,22.991689750692522,3,0,0,138,3
lukaszfabianski,2020,23,138,3325,35,35,16294,173,4/18/1985,190,83,Poland,Medium/Medium,,,80.16666666666667,Goalkeeper,35,5844,63,92.76190476190476,57.5,31.5,22.991689750692522,3,0,0,276,112
lukeshaw,2016,176,402,719,11,15,8918,107,7/12/1995,183,75,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender,21,,,,,,22.395413419331717,3.5,1,,,
lukeshaw,2018,53,402,2732,29,29,8918,107,7/12/1995,183,75,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender,23,719,11,65.36363636363636,176,11,22.395413419331717,3.5,1,1,402,176
lukeshaw,2019,84,402,1829,24,24,8918,107,7/12/1995,183,75,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender,24,3451,40,86.275,114.5,20,22.395413419331717,3.5,1,0,804,53
lukeshaw,2020,89,402,2800,32,34,8918,107,7/12/1995,183,75,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender,25,5280,64,82.5,104.33333333333333,21.333333333333332,22.395413419331717,3.5,1,0,1206,84
lyndengooch,2016,62,62,398,11,19,398,11,12/24/1995,173,69,United States,Medium/Medium,78.33333333333333,65.5,66.16666666666667,Midfielder,21,,,,,,23.054562464499313,3,3,,,
lysmousset,2018,4,134,451,23,34,3085,98,2/8/1996,184.16666666666663,80.33333333333333,France,Medium/Medium,79.83333333333333,62,69,Forward,22,,,,,,23.685018734260158,3,2,,,
lysmousset,2019,14,134,1327,30,33,3085,98,2/8/1996,184.16666666666663,80.33333333333333,France,Medium/Medium,79.83333333333333,62,69,Forward,23,451,23,19.608695652173914,4,23,23.685018734260158,3,2,0,134,4
lysmousset,2020,116,134,334,11,19,3085,98,2/8/1996,184.16666666666663,80.33333333333333,France,Medium/Medium,79.83333333333333,62,69,Forward,24,1778,53,33.54716981132076,9,26.5,23.685018734260158,3,2,0,268,14
maartenstekelenburg,2016,30,248,1774,19,32,1774,19,9/22/1982,197,92,Netherlands,Medium/Medium,,,74.33333333333333,Goalkeeper,34,,,,,,23.70584142853462,3,0,,,
maartenstekelenburg,2017,208,248,0,0,8,1774,19,9/22/1982,197,92,Netherlands,Medium/Medium,,,74.33333333333333,Goalkeeper,35,1774,19,93.36842105263158,30,19,23.70584142853462,3,0,0,248,30
mamadousakho,2016,187,805,722,8,10,6269,72,2/13/1990,187,83,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,26,,,,,,23.735308416025617,3.5,1,,,
mamadousakho,2017,50,805,1643,19,21,6269,72,2/13/1990,187,83,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,27,722,8,90.25,187,8,23.735308416025617,3.5,1,1,805,187
mamadousakho,2018,191,805,2547,27,27,6269,72,2/13/1990,187,83,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,28,2365,27,87.59259259,118.5,13.5,23.735308416025617,3.5,1,0,1610,50
mamadousakho,2019,131,805,1062,14,16,6269,72,2/13/1990,187,83,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,29,4912,54,90.96296296296296,142.66666666666666,18,23.735308416025617,3.5,1,1,2415,191
